"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"364","patterend wide neck viscose womens regular dress - pink",1499,749,50,2022-08-22,8
"365","embroidered polyester off shoulder womens top - pink",1999,1199,40,2022-09-26,7
"366","skinny ankle length cotton blend womens jeans - black",1795,1615,10,2022-11-11,8
"367","solid round neck viscose womens fit and flare knit dress - navy",2299,1379,40,2022-09-09,8
"368","solid cotton collar neck womens straight top - white",1899,1519,20,2022-11-02,8
"369","printed cotton womens shift dress - blue",2799,1119,60,2022-08-08,9
"370","embroidered cotton lycra round neck womens t-shirt - white",1199,599,50,2022-09-09,7
"371","clean look cotton wide fit womens jeans - dark blue",1895,1705,10,2022-08-15,7
"372","ethnic motifs mandarin neck cambric womens tiered dresses with mask - black",2499,999,60,2022-07-17,8
"373","checks polyester v neck womens dress - grey",3499,1499,57,2022-06-30,8
"374","cotton collarless womens regular top - green",2299,1379,40,2022-10-11,8
"375","mid wash denim straight fit womens jeans - indigo",2999,2099,30,2022-11-10,9
"376","solid polyester regular womens casual wear trousers - mint",2590,1813,30,2022-11-05,9
"377","textured regular fit polyester blend womens formal wear trousers - navy",2199,999,55,2022-10-10,7
"378","solid shirt collar cotton womens regular fit dress - brown",1999,799,60,2022-09-02,7
"379","striped polyester mandarin collar womens shirt style top - peach",1599,559,65,2022-10-13,9
"380","skinny fit ankle length cotton blend womens jeans - blue",1995,1396,30,2022-08-17,9
"381","solid cotton round neck womens dress - pink",2399,1439,40,2022-10-26,8
"382","printed cotton stretch full length womens joggers - black",1299,649,50,2022-08-02,7
"383","regular fit regular length cotton blend womens jeans - indigo",1299,649,50,2022-10-15,9
"384","solid polyester blend ankle length womens tights - black",1299,649,50,2022-07-20,7
"385","printed cotton blend collar neck womens top - brown",899,449,50,2022-11-13,9
"386","solid cotton tie up neck� womens dress - green",2799,1679,40,2022-07-05,9
"387","printed regular fit cotton womens pyjama set - black mix",999,499,50,2022-08-22,8
"388","solid regular fit polyester womens joggers - black",1799,1079,40,2022-06-16,8
"389","printed regular neck cotton stretch womens formal shirt - ocean",999,499,50,2022-10-06,8
"390","lace polyester round neck womens dress - pink",3299,1979,40,2022-08-23,8
"391","regular fit regular length denim womens jeans - indigo",1699,849,50,2022-09-20,7
"392","solid round neck viscose womens regular dress - pink",1499,749,50,2022-09-14,7
"393","heavy wash cotton regular fit womens jeans - light blue",3699,2959,20,2022-06-19,9
"394","solid viscose blend round neck womens top - off white",1599,959,40,2022-06-01,9
"395","solid polyester regular fit womens trousers - chocolate",1999,1199,40,2022-06-22,8
"396","womens regular fit solid round neck t-shirt - green",1199,399,67,2022-08-27,7
"397","solid rayon regular fit womens trousers - navy",1299,1039,20,2022-06-06,9
"398","solid polyester crew neck womens top - teal",2699,1754,35,2022-08-19,9
"399","solid polyester square neck womens flared gown - powder blue",4899,3919,20,2022-08-24,9
"400","printed round neck viscose womens fit and flare dress - grey",2299,1379,40,2022-07-25,9
"401","solid cotton collar neck womens regular top - black",999,499,50,2022-10-20,7
"402","regular fit ankle length denim womens jeans - ice",1999,999,50,2022-07-14,8
"403","printed polyester round neck womens active wear t-shirt - mauve",499,249,50,2022-10-01,9
"404","printed cotton round neck womens active wear t-shirt - black",399,199,50,2022-06-25,7
"405","printed cotton regular neck womens t-shirt - wine",499,249,50,2022-06-24,7
"406","regular fit thigh length cotton womens active wear shorts - black",499,249,50,2022-11-03,9
"407","printed crepe round neck womens top - black",1199,539,55,2022-10-23,8
"408","solid collar neck polyester womens casual coat - black",1799,1079,40,2022-09-11,7
"409","printed cotton round neck womens regular t-shirt - white",599,299,50,2022-11-13,9
"410","striped cotton blend collar neck womens t-shirt - grey melange",799,399,50,2022-11-04,8
"411","solid polyester blend ankle length womens tights - dark grey",1299,649,50,2022-09-09,7
"412","dyed round neck polyester womens regular dress - pink",2499,799,68,2022-07-06,9
"413","dyed v-neck polyester womens regular dress - maroon",2499,799,68,2022-09-09,7
"414","embroidered polyester square neck womens top - magenta",1899,759,60,2022-07-27,7
"415","printed v neck viscose womens regular dress - black",1499,749,50,2022-09-09,7
"416","abstract viscose blend v neck womens top - green",1799,1079,40,2022-08-31,8
"417","solid 3/4 sleeves polyester womens regular jumpsuit - light blue",3899,3119,20,2022-07-22,7
"418","floral georgette off shoulder womens flared dress - white",1899,854,55,2022-10-29,7
"419","solid viscose blend round neck womens t-shirt - blue",699,349,50,2022-07-27,7
"420","embroidered cotton lycra round neck womens t-shirt - powder blue",1199,599,50,2022-10-23,9
"421","checks cotton round neck womens top - yellow",2499,1499,40,2022-10-26,7
"422","printed modal round neck womens top - light blue",2299,999,57,2022-08-19,7
"423","solid rayon mandarin womens regular top - black",1299,584,55,2022-08-27,9
"424","solid nylon blend womens regular dress - black",2999,2099,30,2022-06-17,9
"425","solid v neck polyester womens flared dresses - pink",2499,1999,20,2022-09-28,9
"426","regular fit mid length twill womens casual shorts - black",799,399,50,2022-09-17,8
"427","floral round neck polyester womens regular dress - white",2899,2319,20,2022-06-13,9
"428","solid viscose blend wide neck womens t-shirt - white",1299,649,50,2022-11-05,8
"429","printed cotton round neck womens regular t-shirt - black",699,349,50,2022-07-18,9
"430","printed crepe v neck womens maxi dress - blue",1499,749,50,2022-11-09,9
"431","solid polyester womens regular blouse - maroon",1599,799,50,2022-08-24,9
"432","printed square neck viscose womens regular dress - light blue",1699,849,50,2022-08-24,7
"433","checks viscose v-neck womens regular fit woven top - navy",999,399,60,2022-09-17,9
"434","solid collared neck rayon womens a-line dress - blue",2299,699,70,2022-10-28,7
"435","solid satin regular neck womens regular dress - mustard",1999,999,50,2022-07-23,7
"436","printed viscose v neck womens regular top - light blue",999,499,50,2022-08-19,7
"437","printed viscose round neck womens dress - pink",2899,1739,40,2022-07-08,7
"438","foil viscose square neck womens flared dress - gold",2699,2429,10,2022-08-28,8
"439","embellished silk blend womens shrug - purple",1600,1280,20,2022-06-29,9
"440","solid cotton full length womens joggers - lilac",999,499,50,2022-11-09,8
"441","solid cotton regular fit womens casual trousers - mint",2699,1619,40,2022-07-06,7
"442","ethnic motifs mandarin neck cambric womens tiered dresses with mask - peach",3499,1574,55,2022-08-09,9
"443","floral polyester square neck womens regular dress - white",2899,2319,20,2022-11-01,9
"444","dyed square neck polyester womens regular dress - grey",2699,799,70,2022-07-02,8
"445","solid polyester collar neck womens formal shirt - off white",1799,1499,17,2022-10-15,7
"446","abstract polyester square neck womens dress - off white",2599,1559,40,2022-06-12,8
"447","solid viscose square neck womens regular fit woven top - pink",2099,629,70,2022-06-19,8
"448","womens regular fit solid round neck cropped t-shirt - green",1199,399,67,2022-09-24,7
"449","regular fit regular length cotton blend womens joggers - pink",1299,649,50,2022-06-22,8
"450","solid half sleeves linen womens regular length jumpsuit - pink mix",5299,4239,20,2022-10-06,9
"451","printed cotton round neck womens t-shirt - black",1299,399,69,2022-09-26,7
"452","solid polyester blend regular fit womens casual pants - black",2199,1319,40,2022-08-12,7
"453","solid polyester square neck womens top - red",1590,795,50,2022-07-22,7
"454","schiffli cotton u neck womens top - yellow",999,599,40,2022-07-28,9
"455","solid polyester womens a-line dress - black",2299,699,70,2022-11-03,7
"456","solid slim fit cotton womens athleisure track pants - pink",1499,749,50,2022-06-24,7
"457","solid polyester high neck womens regular top - aubergine",999,499,50,2022-08-24,9
"458","solid polyester v neck womens regular top - burgundy",1499,599,60,2022-11-11,7
"459","solid cotton scoop neck womens midi dress - maroon",2899,2029,30,2022-06-05,8
"460","abstract sleeveless viscose blend womens jumpsuit - green",2699,1619,40,2022-09-26,8
"461","solid cotton round neck womens regular t-shirt - black",599,299,50,2022-07-27,9
"462","stripes short sleeves georgette womens maxi jumpsuit - maroon",1084,542,50,2022-09-17,9
"463","solid viscose blend round neck womens t-shirt - sage",699,349,50,2022-10-25,7
"464","embroidered cotton blend round neck womens flared dress - old rose",1699,849,50,2022-11-09,9
"465","wide leg fit ankle length cotton womens jeans - dark blue",1895,1705,10,2022-10-10,9
"466","solid v-neck polyester womens high low dress - black",2999,2099,30,2022-08-07,7
"467","printed polyester blend regular neck womens t-shirt - aqua",599,299,50,2022-09-27,8
"468","structured cotton tie up neck womens blouson top - cream",1294,388,70,2022-08-15,7
"469","printed v-neck polyester womens casual dress - multi",2190,985,55,2022-06-17,9
"470","cotton straight fit womens jeans - blue",3699,2959,20,2022-07-22,8
"471","skinny fit regular length cotton lycra womens jeans - ice",999,499,50,2022-10-20,8
"472","womens regular fit printed v neck peplum top - black",1298,389,70,2022-10-04,9
"473","skinny fit regular length cotton lycra womens jeans - dk indigo",999,499,50,2022-10-07,7
"474","embroidered cotton blend round neck womens top - blue",1299,649,50,2022-08-14,9
"475","tie dye and batik cotton round neck womens t-shirt - pink",1499,899,40,2022-10-31,7
"476","short sleeves polyester womens long jumpsuits - maroon",4499,2249,50,2022-10-08,7
"477","abstract viscose blend v neck womens a line dress - mustard",2399,1439,40,2022-10-31,9
"478","printed v-neck modal womens fit and flare dress - light blue",3499,1499,57,2022-07-06,8
"479","printed regular neck cotton womens formal shirt - natural",799,399,50,2022-08-03,9
"480","solid georgette round neck womens regular top - green",1199,539,55,2022-08-14,9
"481","printed polyester v neck womens regular dress - print",7200,4680,35,2022-06-24,7
"482","printed modal round neck womens woven top - pink",1999,799,60,2022-08-27,7
"483","embroidered cotton blend wide neck womens regular top - olive",1299,649,50,2022-09-09,8
"484","solid crepe v neck womens regular dress - black",2200,1760,20,2022-11-11,9
"485","embellished cotton square neck womens dress - pink",2600,2080,20,2022-08-05,9
"486","printed jersey round neck womens t-shirt - sage",599,299,50,2022-06-12,8
"487","solid cotton round neck womens a-line dress - orange",1499,749,50,2022-09-30,7
"488","solid cotton slim fit womens casual trousers - tan",2899,2029,30,2022-08-26,7
"489","three quarter sleeves regular fit womens casual dress - black",2299,1034,55,2022-07-21,7
"490","solid round neck single jersey womens t-shirt - olive",599,299,50,2022-09-28,8
"491","printed cotton round neck womens active wear t-shirt - black",399,199,50,2022-07-17,7
"492","regular fit regular length denim womens shorts - mid stone",999,499,50,2022-06-06,9
"493","cotton blend womens lounge pants - denimex",949,664,30,2022-06-10,9
"494","solid polyester round neck womens top - blue",1899,1139,40,2022-09-25,7
"495","stripes collar neck cotton womens casual shirt - off white",1499,749,50,2022-08-18,9
"496","solid cotton round neck womens straight top - black",1899,1519,20,2022-06-30,7
"497","floral polyester round neck womens straight top - multi",2099,1679,20,2022-06-15,9
"498","solid cotton spandex round neck womens t-shirt - mint",990,693,30,2022-07-12,7
"499","printed rayon round neck womens cowl dress - blue",2099,1049,50,2022-11-08,8
"500","solid collar neck viscose blend womens casual shirt - blue",1599,959,40,2022-06-22,7
"501","regular fit regular length nr roma womens treggings - navy",1299,649,50,2022-11-04,7
"502","printed cotton blend round neck womens regular fit top - black",699,349,50,2022-09-23,7
"503","solid cotton round neck womens regular top - white",1299,649,50,2022-09-23,7
"504","solid polyester regular fit womens casual skirt - pink",1799,899,50,2022-06-22,8
"505","striped collar neck cotton womens a-line dress - white",1499,749,50,2022-08-13,8
"506","stripes polyester round neck womens regular top - red",1199,539,55,2022-10-17,7
"507","floral round neck rayon womens a-line dress - white",2599,1559,40,2022-06-02,7
"508","solid polyester v neck womens straight top - gold",2099,1679,20,2022-06-24,8
"509","flared fit full length cotton blend womens jeans - blue",1995,1396,30,2022-06-17,9
